# This file is automatically generated, do not edit.
#
# The format of the data in this table is as follows:
#
# char zh big5 hkscs zhuyin kanji hiragana katakana punct symbol cj3_codes cj5_codes frequency

プ 0 0 0 0 0 0 1 0 0 zjhu zjhu 0
ヘ 0 0 0 0 0 0 1 0 0 zjhe zjhe 0
ベ 0 0 0 0 0 0 1 0 0 zjhe zjhe 0
ペ 0 0 0 0 0 0 1 0 0 zjhe zjhe 0
ホ 0 0 0 0 0 0 1 0 0 zjho zjho 0
ボ 0 0 0 0 0 0 1 0 0 zjho zjho 0
ポ 0 0 0 0 0 0 1 0 0 zjho zjho 0
マ 0 0 0 0 0 0 1 0 0 zjma zjma 0
ミ 0 0 0 0 0 0 1 0 0 zjmi zjmi 0
ム 0 0 0 0 0 0 1 0 0 zjmu zjmu 0
メ 0 0 0 0 0 0 1 0 0 zjme zjme 0
モ 0 0 0 0 0 0 1 0 0 zjmo zjmo 0
ャ 0 0 0 0 0 0 1 0 0 zjya zjya 0
ヤ 0 0 0 0 0 0 1 0 0 zjya zjya 0
ュ 0 0 0 0 0 0 1 0 0 zjyu zjyu 0
ユ 0 0 0 0 0 0 1 0 0 zjyu zjyu 0
ョ 0 0 0 0 0 0 1 0 0 zjyo zjyo 0
ヨ 0 0 0 0 0 0 1 0 0 zjyo zjyo 0
ラ 0 0 0 0 0 0 1 0 0 zjra zjra 0
リ 0 0 0 0 0 0 1 0 0 zjri zjri 0
ル 0 0 0 0 0 0 1 0 0 zjru zjru 0
レ 0 0 0 0 0 0 1 0 0 zjre zjre 0
ロ 0 0 0 0 0 0 1 0 0 zjro zjro 0
ヮ 0 0 0 0 0 0 1 0 0 zjwa zjwa 0
ワ 0 0 0 0 0 0 1 0 0 zjwa zjwa 0
ヰ 0 0 0 0 0 0 1 0 0 zjwi zjwi 0
ヱ 0 0 0 0 0 0 1 0 0 zjwe zjwe 0
ヲ 0 0 0 0 0 0 1 0 0 zjwo zjwo 0
ン 0 0 0 0 0 0 1 0 0 zjn zjn 0
ヴ 0 0 0 0 0 0 1 0 0 zjvi zjvi 0
ヵ 0 0 0 0 0 0 1 0 0 zjka zjka 0
ヶ 0 0 0 0 0 0 1 0 0 zjke zjke 0
ヷ 0 0 0 0 0 0 1 0 0 ! ! 0
ヸ 0 0 0 0 0 0 1 0 0 ! ! 0
ヹ 0 0 0 0 0 0 1 0 0 ! ! 0
ヺ 0 0 0 0 0 0 1 0 0 ! ! 0
・ 0 0 0 0 0 0 1 0 0 ! ! 0
ー 0 0 0 0 0 0 1 0 0 ! ! 0
ヽ 0 0 0 0 0 0 1 0 0 ! ! 0
ヾ 0 0 0 0 0 0 1 0 0 ! ! 0
ヿ 0 0 0 0 0 0 1 0 0 ! ! 0
ㄅ 0 0 0 1 0 0 0 0 0 yyyxa yyyxa 0
ㄆ 0 0 0 1 0 0 0 0 0 yyyxb yyyxb 0
ㄇ 0 0 0 1 0 0 0 0 0 yyyxc yyyxc 0
ㄈ 0 0 0 1 0 0 0 0 0 yyyxd yyyxd 0
ㄉ 0 0 0 1 0 0 0 0 0 yyyxe yyyxe 0
ㄊ 0 0 0 1 0 0 0 0 0 yyyxf yyyxf 0
ㄋ 0 0 0 1 0 0 0 0 0 yyyxg yyyxg 0
ㄌ 0 0 0 1 0 0 0 0 0 yyyxh yyyxh 0
ㄍ 0 0 0 1 0 0 0 0 0 yyyxi yyyxi 0
ㄎ 0 0 0 1 0 0 0 0 0 yyyxj yyyxj 0
ㄏ 0 0 0 1 0 0 0 0 0 yyyxk yyyxk 0
ㄐ 0 0 0 1 0 0 0 0 0 yyyxl yyyxl 0
ㄑ 0 0 0 1 0 0 0 0 0 yyyxm yyyxm 0
ㄒ 0 0 0 1 0 0 0 0 0 yyyxn yyyxn 0
ㄓ 0 0 0 1 0 0 0 0 0 yyyxo yyyxo 0
ㄔ 0 0 0 1 0 0 0 0 0 yyyxp yyyxp 0
ㄕ 0 0 0 1 0 0 0 0 0 yyyxq yyyxq 0
ㄖ 0 0 0 1 0 0 0 0 0 yyyxr yyyxr 0
ㄗ 0 0 0 1 0 0 0 0 0 yyyxs yyyxs 0
ㄘ 0 0 0 1 0 0 0 0 0 yyyxt yyyxt 0
ㄙ 0 0 0 1 0 0 0 0 0 yyyxu yyyxu 0
ㄚ 0 0 0 1 0 0 0 0 0 yyyxy yyyxy 0
ㄛ 0 0 0 1 0 0 0 0 0 yyyya yyyya 0
ㄜ 0 0 0 1 0 0 0 0 0 yyyyb yyyyb 0
ㄝ 0 0 0 1 0 0 0 0 0 yyyyc yyyyc 0
ㄞ 0 0 0 1 0 0 0 0 0 yyyyd yyyyd 0
ㄟ 0 0 0 1 0 0 0 0 0 yyyye yyyye 0
ㄠ 0 0 0 1 0 0 0 0 0 yyyyf yyyyf 0
ㄡ 0 0 0 1 0 0 0 0 0 yyyyg yyyyg 0
ㄢ 0 0 0 1 0 0 0 0 0 yyyyh yyyyh 0
ㄣ 0 0 0 1 0 0 0 0 0 yyyyi yyyyi 0
ㄤ 0 0 0 1 0 0 0 0 0 yyyyj yyyyj 0
ㄥ 0 0 0 1 0 0 0 0 0 yyyyk yyyyk 0
ㄦ 0 0 0 1 0 0 0 0 0 yyyyl yyyyl 0
ㄧ 0 0 0 1 0 0 0 0 0 yyyxv yyyxv 0
ㄨ 0 0 0 1 0 0 0 0 0 yyyxw yyyxw 0
ㄩ 0 0 0 1 0 0 0 0 0 yyyxx yyyxx 0
ㄪ 0 0 0 1 0 0 0 0 0 ! ! 0
ㄫ 0 0 0 1 0 0 0 0 0 ! ! 0
ㄬ 0 0 0 1 0 0 0 0 0 ! ! 0
ㄭ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆠ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆡ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆢ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆣ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆤ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆥ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆦ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆧ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆨ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆩ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆪ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆫ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆬ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆭ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆮ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆯ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆰ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆱ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆲ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆳ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆴ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆵ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆶ 0 0 0 1 0 0 0 0 0 ! ! 0
ㆷ 0 0 0 1 0 0 0 0 0 ! ! 0
㈠ 0 0 0 0 0 0 0 0 1 ! zbd 0
㈡ 0 0 0 0 0 0 0 0 1 ! zbd 0
㈢ 0 0 0 0 0 0 0 0 1 ! zbd 0
㈣ 0 0 0 0 0 0 0 0 1 ! zbd 0
㈤ 0 0 0 0 0 0 0 0 1 ! zbd 0
㈥ 0 0 0 0 0 0 0 0 1 ! zbd 0
㈦ 0 0 0 0 0 0 0 0 1 ! zbd 0
㈧ 0 0 0 0 0 0 0 0 1 ! zbd 0
㈨ 0 0 0 0 0 0 0 0 1 ! zbd 0
㈩ 0 0 0 0 0 0 0 0 1 ! zbd 0
㐀 1 0 0 0 0 0 0 0 0 tm tm 0
㐁 1 0 0 0 0 0 0 0 0 mow mow 0
㐂 1 0 0 0 0 0 0 0 0 ppp ppp 0
㐃 1 0 0 0 0 0 0 0 0 oml oml 0
㐄 1 0 0 0 0 0 0 0 0 ls jv 0
㐅 1 0 0 0 0 0 0 0 0 hi k 0
㐆 1 0 0 0 0 0 0 0 0 hsms hsms 0
㐇 1 0 0 0 0 0 0 0 0 knn knn 0
㐈 1 0 0 0 0 0 0 0 0 on on 0
㐉 1 0 0 0 0 0 0 0 0 mnn mnn 0
㐊 1 0 0 0 0 0 0 0 0 gn gn 0
㐋 1 0 0 0 0 0 0 0 0 gn gn 0
㐌 1 0 0 0 0 0 0 0 0 opd opd 0
㐍 1 0 0 0 0 0 0 0 0 bn bn 0
㐎 1 0 0 0 0 0 0 0 0 ykn ykn 0
㐏 1 0 0 0 0 0 0 0 0 mmn mmn 0
㐐 1 0 0 0 0 0 0 0 0 ven ven 0
㐑 1 0 0 0 0 0 0 0 0 heyn heyn 0
㐒 1 0 0 0 0 0 0 0 0 shrn srn 0
㐓 1 0 0 0 0 0 0 0 0 mrn mnrn 0
㐔 1 0 0 0 0 0 0 0 0 yrn yrn 0
㐕 1 0 0 0 0 0 0 0 0 lwn lwn 0
㐖 1 0 0 0 0 0 0 0 0 gru gru 0
㐗 1 0 0 0 0 0 0 0 0 jpn jpn 0
㐘 1 0 0 0 0 0 0 0 0 fdn fdn 0
㐙 1 0 0 0 0 0 0 0 0 mrtn mrtn 0
㐚 1 0 0 0 0 0 0 0 0 mmrn mmrn 0
㐛 1 0 0 0 0 0 0 0 0 orn orn 0
㐜 1 0 0 0 0 0 0 0 0 iekn iekn 0
㐝 1 0 0 0 0 0 0 0 0 qrn qrn 0
㐞 1 0 0 0 0 0 0 0 0 tcn tcn 0
㐟 1 0 0 0 0 0 0 0 0 lyn lyn 0
㐠 1 0 0 0 0 0 0 0 0 bun bun 0
㐡 1 0 0 0 0 0 0 0 0 knmbk knmbk 0
㐢 1 0 0 0 0 0 0 0 0 edn edn 0
㐣 1 0 0 0 0 0 0 0 0 ijjn ijjn 0
㐤 1 0 0 0 0 0 0 0 0 knjbc knjbc 0
㐥 1 0 0 0 0 0 0 0 0 csn csn 0
㐦 1 0 0 0 0 0 0 0 0 hcqn hqn 0
㐧 1 0 0 0 0 0 0 0 0 idnh innh 0
㐨 1 0 0 0 0 0 0 0 0 nnnin nnnin 0
㐩 1 0 0 0 0 0 0 0 0 tttt tttt 0
㐪 1 0 0 0 0 0 0 0 0 ku you 0
㐫 1 0 0 0 0 0 0 0 0 yuk yuk 0
㐬 1 0 0 0 0 0 0 0 0 yihlv yihu 0
㐭 1 0 0 0 0 0 0 0 0 ywr ywr 0
㐮 1 0 0 0 0 0 0 0 0 ycttv ycttv 0
㐯 1 0 0 0 0 0 0 0 0 yrra yrra 0
㐰 1 0 0 0 0 0 0 0 0 or or 0
㐱 1 0 0 0 0 0 0 0 0 ohhh ohhh 0
㐲 1 0 0 0 0 0 0 0 0 ok ok 0
㐳 1 0 0 0 0 0 0 0 0 omu omu 0
㐴 1 0 0 0 0 0 0 0 0 oni oni 0
㐵 1 0 1 0 0 0 0 0 0 omd omd 0
㐶 1 0 0 0 0 0 0 0 0 oru oru 0
㐷 1 0 0 0 0 0 0 0 0 onvm onvm 0
㐸 1 0 0 0 0 0 0 0 0 ono ono 0
㐹 1 0 0 0 0 0 0 0 0 oomn oomn 0
㐺 1 0 0 0 0 0 0 0 0 ooo ooo 0
㐻 1 0 0 0 0 0 0 0 0 oob oob 0
㐼 1 0 0 0 0 0 0 0 0 oht oht 0
㐽 1 0 0 0 0 0 0 0 0 ohnk ohnk 0
㐾 1 0 0 0 0 0 0 0 0 ommu ommu 0
㐿 1 0 0 0 0 0 0 0 0 oq oq 0
㑀 1 0 1 0 0 0 0 0 0 oki oki 0
㑁 1 0 0 0 0 0 0 0 0 ouu ouu 0
㑂 1 0 0 0 0 0 0 0 0 omob omob 0
㑃 1 0 0 0 0 0 0 0 0 ovis ovis 0
㑄 1 0 0 0 0 0 0 0 0 owyi owyi 0
㑅 1 0 0 0 0 0 0 0 0 ooym ooym 0
㑆 1 0 0 0 0 0 0 0 0 orhu orhu 0
㑇 1 0 0 0 0 0 0 0 0 onsm onsm 0
㑈 1 0 0 0 0 0 0 0 0 opd okd 0
㑉 1 0 0 0 0 0 0 0 0 ohnn ohnn 0
㑊 1 0 1 0 0 0 0 0 0 oylc oylc 0
㑋 1 0 0 0 0 0 0 0 0 otw otw 0
㑌 1 0 1 0 0 0 0 0 0 osmg osmg 0
㑍 1 0 0 0 0 0 0 0 0 oqd oqd 0
㑎 1 0 0 0 0 0 0 0 0 ovvu ovvu 0
㑏 1 0 0 0 0 0 0 0 0 ojdi ojdi 0
㑐 1 0 0 0 0 0 0 0 0 oymf oymf 0
㑑 1 0 0 0 0 0 0 0 0 ohbu ohbu 0
㑒 1 0 0 0 0 0 0 0 0 omlo omlo 0
㑓 1 0 0 0 0 0 0 0 0 oike oike 0
㑔 1 0 0 0 0 0 0 0 0 ombo ombo 0
㑕 1 0 0 0 0 0 0 0 0 ouni ouni 0
㑖 1 0 0 0 0 0 0 0 0 ool ool 0
㑗 1 0 0 0 0 0 0 0 0 ohxh ohxh 0
㑘 1 0 0 0 0 0 0 0 0 oit oit 0
㑙 1 0 0 0 0 0 0 0 0 osju osju 0
㑚 1 0 0 0 0 0 0 0 0 osql osql 0
㑛 1 0 0 0 0 0 0 0 0 odl odl 0
㑜 1 0 0 0 0 0 0 0 0 oqhl oqhl 0
㑝 1 0 0 0 0 0 0 0 0 omgt omgt 0
㑞 1 0 0 0 0 0 0 0 0 oft oft 0
㑟 1 0 0 0 0 0 0 0 0 oomc oomc 0
㑠 1 0 0 0 0 0 0 0 0 oleg oleg 0
㑡 1 0 0 0 0 0 0 0 0 oail oail 0
㑢 1 0 0 0 0 0 0 0 0 ogil ogil 0
㑣 1 0 0 0 0 0 0 0 0 odd odd 0
㑤 1 0 1 0 0 0 0 0 0 otw otw 0
㑥 1 0 0 0 0 0 0 0 0 oaph oaph 0
㑦 1 0 0 0 0 0 0 0 0 ohsk oisk 0
㑧 1 0 0 0 0 0 0 0 0 ohdd ohdd 0
㑨 1 0 0 0 0 0 0 0 0 orok orok 0
㑩 1 0 0 0 0 0 0 0 0 owln owln 0
㑪 1 0 0 0 0 0 0 0 0 oykl oykl 0
㑫 1 0 0 0 0 0 0 0 0 oomp ooip 0
㑬 1 0 0 0 0 0 0 0 0 ovjr ovjr 0
㑭 1 0 0 0 0 0 0 0 0 owml owml 0
㑮 1 0 0 0 0 0 0 0 0 objj objj 0
㑯 1 0 0 0 0 0 0 0 0 ombc ombc 0
㑰 1 0 0 0 0 0 0 0 0 ovno ovno 0
㑱 1 0 0 0 0 0 0 0 0 onhd onhd 0
㑲 1 0 0 0 0 0 0 0 0 ojbj ojbj 0
㑳 1 0 1 0 0 0 0 0 0 opuu opuu 0
㑴 1 0 0 0 0 0 0 0 0 osme osme 0
㑵 1 0 0 0 0 0 0 0 0 okok okok 0
㑶 1 0 0 0 0 0 0 0 0 oond oond 0
㑷 1 0 0 0 0 0 0 0 0 oibp oibp 0
㑸 1 0 0 0 0 0 0 0 0 ojrr ojrr 0
㑹 1 0 0 0 0 0 0 0 0 omwa omwa 0
㑺 1 0 1 0 0 0 0 0 0 oogs oogs 0
㑻 1 0 0 0 0 0 0 0 0 ojpu ojpu 0
㑼 1 0 0 0 0 0 0 0 0 owhr owhr 0
㑽 1 0 1 0 0 0 0 0 0 ofbg ofbg 0
㑾 1 0 1 0 0 0 0 0 0 obyr obyr 0
㑿 1 0 0 0 0 0 0 0 0 ovvd ovvd 0
㒀 1 0 0 0 0 0 0 0 0 oycb oycb 0
㒁 1 0 0 0 0 0 0 0 0 owgj owgj 0
㒂 1 0 0 0 0 0 0 0 0 otja otja 0
㒃 1 0 0 0 0 0 0 0 0 oipc oipc 0
㒄 1 0 0 0 0 0 0 0 0 obkf obkf 0
㒅 1 0 0 0 0 0 0 0 0 oynv oynv 0
㒆 1 0 0 0 0 0 0 0 0 oomm oorm 0
㒇 1 0 0 0 0 0 0 0 0 ootf ootf 0
㒈 1 0 0 0 0 0 0 0 0 omjk omjk,onjk 0
㒉 1 0 0 0 0 0 0 0 0 ofbd ofbd 0
㒊 1 0 0 0 0 0 0 0 0 osmm osim 0
㒋 1 0 0 0 0 0 0 0 0 otcl otcl 0
㒌 1 0 0 0 0 0 0 0 0 offn offn 0
㒍 1 0 0 0 0 0 0 0 0 oiif oiif 0
㒎 1 0 0 0 0 0 0 0 0 ohkm omky 0
㒏 1 0 0 0 0 0 0 0 0 ojtm ojty 0
㒐 1 0 0 0 0 0 0 0 0 ohpa ohpa 0
㒑 1 0 0 0 0 0 0 0 0 oseg oseg 0
㒒 1 0 0 0 0 0 0 0 0 otcd otcd 0
㒓 1 0 1 0 0 0 0 0 0 oygq oygq 0
㒔 1 0 0 0 0 0 0 0 0 owli owli 0
㒕 1 0 0 0 0 0 0 0 0 oyvg oyvg 0
㒖 1 0 1 0 0 0 0 0 0 otwb otwb 0
㒗 1 0 0 0 0 0 0 0 0 otbg otbg 0
㒘 1 0 0 0 0 0 0 0 0 oset oset 0
㒙 1 0 0 0 0 0 0 0 0 ovfb ovfb 0
㒚 1 0 0 0 0 0 0 0 0 obmp obmp 0
㒛 1 0 0 0 0 0 0 0 0 osmg osmg 0
㒜 1 0 0 0 0 0 0 0 0 ohxc ohxc 0
㒝 1 0 0 0 0 0 0 0 0 otwi otwi 0
㒞 1 0 0 0 0 0 0 0 0 ouos ouos 0
㒟 1 0 0 0 0 0 0 0 0 oysv oysv 0
㒠 1 0 0 0 0 0 0 0 0 oyem oyem 0
㒡 1 0 0 0 0 0 0 0 0 obuf obuf 0
㒢 1 0 0 0 0 0 0 0 0 oomb oomb 0
㒣 1 0 0 0 0 0 0 0 0 oigp oiop 0
㒤 1 0 0 0 0 0 0 0 0 osjj osjj 0
㒥 1 0 1 0 0 0 0 0 0 oujt oujt 0
㒦 1 0 0 0 0 0 0 0 0 owwg owwg 0
㒧 1 0 0 0 0 0 0 0 0 oybg oybg 0
㒨 1 0 0 0 0 0 0 0 0 ohxu ohxu 0
㒩 1 0 0 0 0 0 0 0 0 ovoi ovoi 0
㒪 1 0 0 0 0 0 0 0 0 osso osso 0
㒫 1 0 0 0 0 0 0 0 0 mymu mymu 0
㒬 1 0 0 0 0 0 0 0 0 mumg mumg 0
㒭 1 0 0 0 0 0 0 0 0 rurhu rurhu 0
㒮 1 0 0 0 0 0 0 0 0 mumso mumso 0
㒯 1 0 1 0 0 0 0 0 0 futmq futmj 0
㒰 1 0 0 0 0 0 0 0 0 om om 0
㒱 1 0 0 0 0 0 0 0 0 oni oni 0
㒲 1 0 0 0 0 0 0 0 0 oa oa 0
㒳 1 0 0 0 0 0 0 0 0 bloo bloo 0
㒴 1 0 0 0 0 0 0 0 0 ouu ouu 0
㒵 1 0 0 0 0 0 0 0 0 hac hac 0
㒶 1 0 0 0 0 0 0 0 0 cha cha 0
㒷 1 0 0 0 0 0 0 0 0 bomc bomc 0
㒸 1 0 0 0 0 0 0 0 0 tpho tpho 0
㒹 1 0 0 0 0 0 0 0 0 jcjuc jcjbc 0
㒺 1 0 0 0 0 0 0 0 0 btvo btov 0
㒻 1 0 0 0 0 0 0 0 0 abuu abuu 0
㒼 1 0 1 0 0 0 0 0 0 tlbo tlbo 0
㒽 1 0 0 0 0 0 0 0 0 afqu afqu 0
㒾 1 0 0 0 0 0 0 0 0 aysd aysd 0
㒿 1 0 0 0 0 0 0 0 0 aybg aybg 0
㓀 1 0 0 0 0 0 0 0 0 by by 0
㓁 1 0 1 0 0 0 0 0 0 bc bc 0
㓂 1 0 0 0 0 0 0 0 0 bmuv bmuv 0
㓃 1 0 0 0 0 0 0 0 0 byrp byrp 0
㓄 1 0 0 0 0 0 0 0 0 ihlbu ihlbu 0
㓅 1 0 0 0 0 0 0 0 0 immn immn 0
㓆 1 0 0 0 0 0 0 0 0 imop imop 0
㓇 1 0 0 0 0 0 0 0 0 imhk imhk 0
㓈 1 0 1 0 0 0 0 0 0 immr immr 0
㓉 1 0 0 0 0 0 0 0 0 imhjr imhjr 0
㓊 1 0 0 0 0 0 0 0 0 imbmr imbmr 0
㓋 1 0 0 0 0 0 0 0 0 imtc imtc 0
㓌 1 0 0 0 0 0 0 0 0 imomg imomg 0
㓍 1 0 0 0 0 0 0 0 0 impiu imyiu 0
㓎 1 0 0 0 0 0 0 0 0 imsme imsme 0
㓏 1 0 0 0 0 0 0 0 0 imbcr imbcr 0
㓐 1 0 0 0 0 0 0 0 0 imgcg imgcg 0
㓑 1 0 0 0 0 0 0 0 0 imgtj imgtj 0
㓒 1 0 0 0 0 0 0 0 0 ipop ipop 0
㓓 1 0 0 0 0 0 0 0 0 imjbj imjbj 0
㓔 1 0 0 0 0 0 0 0 0 imhhi imhhi 0
㓕 1 0 0 0 0 0 0 0 0 imihf imihf 0
㓖 1 0 0 0 0 0 0 0 0 imwtj imwtj 0
㓗 1 0 0 0 0 0 0 0 0 imqhf imqhf 0
㓘 1 0 0 0 0 0 0 0 0 hnmbg hnmbg,hnmni 0
㓙 1 0 0 0 0 0 0 0 0 yku uyk 0
㓚 1 0 0 0 0 0 0 0 0 mln mln 0
㓛 1 0 0 0 0 0 0 0 0 msh msh 0
㓜 1 0 0 0 0 0 0 0 0 vish vish 0
㓝 1 0 0 0 0 0 0 0 0 ttln ttln 0
㓞 1 0 0 0 0 0 0 0 0 qjsh qjsh 0
㓟 1 0 1 0 0 0 0 0 0 deln deln 0
㓠 1 0 0 0 0 0 0 0 0 yrln yrln 0
㓡 1 0 0 0 0 0 0 0 0 ouln ouln 0
㓢 1 0 0 0 0 0 0 0 0 hrln hrln 0
㓣 1 0 0 0 0 0 0 0 0 orln orln 0
㓤 1 0 1 0 0 0 0 0 0 grln grln 0
㓥 1 0 0 0 0 0 0 0 0 fsln fsln 0
㓦 1 0 1 0 0 0 0 0 0 maln maln 0
㓧 1 0 0 0 0 0 0 0 0 orln orln 0
㓨 1 0 0 0 0 0 0 0 0 koln koln 0
㓩 1 0 0 0 0 0 0 0 0 nbln nbln 0
㓪 1 0 0 0 0 0 0 0 0 ivsh iish,ivsh 0
㓫 1 0 0 0 0 0 0 0 0 ktln ktln 0
㓬 1 0 0 0 0 0 0 0 0 fhln fhln 0
㓭 1 0 0 0 0 0 0 0 0 avln avln 0
㓮 1 0 0 0 0 0 0 0 0 brln brln 0
㓯 1 0 0 0 0 0 0 0 0 vwln vwln 0
㓰 1 0 0 0 0 0 0 0 0 muln muln 0
㓱 1 0 0 0 0 0 0 0 0 onln onln 0
㓲 1 0 0 0 0 0 0 0 0 hbln ibln 0
㓳 1 0 0 0 0 0 0 0 0 aoln aoln 0
㓴 1 0 0 0 0 0 0 0 0 mkln mkln 0
㓵 1 0 0 0 0 0 0 0 0 rsln rsln 0
㓶 1 0 0 0 0 0 0 0 0 qkln qkln 0
㓷 1 0 0 0 0 0 0 0 0 hdln hdln 0
㓸 1 0 0 0 0 0 0 0 0 rmln rmln 0
㓹 1 0 0 0 0 0 0 0 0 mfln mfln 0
㓺 1 0 0 0 0 0 0 0 0 ykln ykln 0
㓻 1 0 1 0 0 0 0 0 0 wmln wmln 0
㓼 1 0 0 0 0 0 0 0 0 deln deln 0
㓽 1 0 0 0 0 0 0 0 0 ufln ufln 0
㓾 1 0 0 0 0 0 0 0 0 sqln sqln 0
㓿 1 0 0 0 0 0 0 0 0 heln heln 0
㔀 1 0 0 0 0 0 0 0 0 afln afln 0
㔁 1 0 0 0 0 0 0 0 0 ntln ntln 0
㔂 1 0 0 0 0 0 0 0 0 fqln fqln 0
㔃 1 0 0 0 0 0 0 0 0 vush vush 0
㔄 1 0 0 0 0 0 0 0 0 mdln mdln 0
㔅 1 0 0 0 0 0 0 0 0 lxln lxln 0
㔆 1 0 1 0 0 0 0 0 0 maln maln 0
㔇 1 0 0 0 0 0 0 0 0 neln neln 0
㔈 1 0 0 0 0 0 0 0 0 tyln tyln 0
㔉 1 0 0 0 0 0 0 0 0 sbln sbln 0
㔊 1 0 0 0 0 0 0 0 0 ymln ymln 0
㔋 1 0 0 0 0 0 0 0 0 stln stln 0
㔌 1 0 0 0 0 0 0 0 0 soln soln 0
㔍 1 0 0 0 0 0 0 0 0 htln htln 0
㔎 1 0 0 0 0 0 0 0 0 ujsh ujsh 0
㔏 1 0 0 0 0 0 0 0 0 mrln mrln 0
㔐 1 0 0 0 0 0 0 0 0 hmln hmln 0
㔑 1 0 0 0 0 0 0 0 0 thjh tjsh 0
㔒 1 0 0 0 0 0 0 0 0 ubln ubln 0
㔓 1 0 0 0 0 0 0 0 0 hjks hjks 0
㔔 1 0 0 0 0 0 0 0 0 krr krr 0
㔕 1 0 0 0 0 0 0 0 0 onks onks 0
㔖 1 0 0 0 0 0 0 0 0 krn krn,krs 0
㔗 1 0 0 0 0 0 0 0 0 lnks lnks 0
㔘 1 0 0 0 0 0 0 0 0 uuks uuks 0
㔙 1 0 0 0 0 0 0 0 0 ttks ttks 0
㔚 1 0 0 0 0 0 0 0 0 hrks hrks 0
㔛 1 0 0 0 0 0 0 0 0 grks grks 0
㔜 1 0 0 0 0 0 0 0 0 bdks bdks 0
㔝 1 0 0 0 0 0 0 0 0 mbks mbks 0
㔞 1 0 0 0 0 0 0 0 0 hpks hpks 0
㔟 1 0 0 0 0 0 0 0 0 hiks hiks 0
㔠 1 0 0 0 0 0 0 0 0 avks avks 0
㔡 1 0 0 0 0 0 0 0 0 hpks hpks 0
㔢 1 0 0 0 0 0 0 0 0 vuks vuks 0
㔣 1 0 0 0 0 0 0 0 0 wwks wwks 0
㔤 1 0 0 0 0 0 0 0 0 jwks jwks 0
㔥 1 0 0 0 0 0 0 0 0 wpks wpks 0
㔦 1 0 0 0 0 0 0 0 0 tiks tvks 0
㔧 1 0 0 0 0 0 0 0 0 ytks ytks 0
㔨 1 0 0 0 0 0 0 0 0 plpb plpb 0
㔩 1 0 0 0 0 0 0 0 0 pgit pgit 0
㔪 1 0 0 0 0 0 0 0 0 pywi pywi 0
㔫 1 0 0 0 0 0 0 0 0 kp kp 0
㔬 1 0 0 0 0 0 0 0 0 paj paj 0
㔭 1 0 0 0 0 0 0 0 0 pamo pamo 0
㔮 1 0 0 0 0 0 0 0 0 toibp toibp 0
㔯 1 0 0 0 0 0 0 0 0 scr scr,shnr 0
㔰 1 0 0 0 0 0 0 0 0 sniy sniy 0
㔱 1 0 0 0 0 0 0 0 0 shxo shxo 0
㔲 1 0 0 0 0 0 0 0 0 soin soin 0
㔳 1 0 0 0 0 0 0 0 0 soin soin 0
㔴 1 0 0 0 0 0 0 0 0 swtc swtc 0
㔵 1 0 0 0 0 0 0 0 0 srvc sruc 0
㔶 1 0 0 0 0 0 0 0 0 syjc syjc 0
㔷 1 0 0 0 0 0 0 0 0 smob smob 0
㔸 1 0 0 0 0 0 0 0 0 shyu shyn,shyu 0
㔹 1 0 0 0 0 0 0 0 0 jks jks 0
㔺 1 0 0 0 0 0 0 0 0 jpj jpj 0
㔻 1 0 0 0 0 0 0 0 0 mfj mfj 0
㔼 1 0 0 0 0 0 0 0 0 qgj qgj 0
㔽 1 0 0 0 0 0 0 0 0 ywr ywr 0
㔾 1 0 1 0 0 0 0 0 0 su su 0
㔿 1 0 0 0 0 0 0 0 0 mul mvl 0
㕀 1 0 0 0 0 0 0 0 0 lwsu lwsu 0
㕁 1 0 0 0 0 0 0 0 0 kisl kisl 0
㕂 1 0 0 0 0 0 0 0 0 momn moin 0
㕃 1 0 0 0 0 0 0 0 0 mmt mmt 0
㕄 1 0 0 0 0 0 0 0 0 mmvi mmvi 0
㕅 1 0 0 0 0 0 0 0 0 mwl mwl 0
㕆 1 0 0 0 0 0 0 0 0 mjr mjr 0
㕇 1 0 0 0 0 0 0 0 0 myt myt 0
